Name,Position,Age,Team_from,League_from,Country_From,Team_to,League_to,Country_to,Season,Market_value,Transfer_fee
Juan Carlos Cacho,Centre-Forward,22,CD Cruz Azul,Mexico,Mexico,CF Pachuca,Mexico,Mexico,2004-2005,NA,2000000
Marco Caneira,Centre-Back,25,G. Bordeaux,Ligue 1,France,Valencia CF,LaLiga,Spain,2004-2005,NA,2000000
Vahid Hashemian,Centre-Forward,27,VfL Bochum,1.Bundesliga,German,Bayern Munich,1.Bundesliga,Germany,2004-2005,NA,2000000
Seyi Olofinjana,Central Midfield,24,SK Brann,Eliteserien,Eliteserien,Wolves,Championship,Championship,2004-2005,NA,2000000
Erik Edman,Left-Back,25,Heerenveen,Eredivisie,Netherlands,Spurs,Premier League,England,2004-2005,NA,2000000
Weldon,Centre-Forward,23,Ponte Preta,Brazil,Brazil,Al-Nasr,United Arab Emirates,United Arab Emirates,2004-2005,NA,2000000
Rodolfo,Centre-Back,21,Fluminense,Brazil,Brazil,Dynamo Kyiv,Premier Liga,Russia,2004-2005,NA,2000000
Serkan Balci,Right-Back,20,Genclerbirligi,Süper Lig,Turkey,Fenerbahce,Süper Lig,Turkey,2004-2005,NA,2000000
Davide Carrus,Defensive Midfield,25,Fiorentina,Serie A,Italy,Bari,Serie B,Italy,2004-2005,NA,2000000
DaMarcus Beasley,Left-Back,22,Chicago Fire,MLS,MLS,PSV Eindhoven,Eredivisie,Netherlands,2004-2005,NA,2000000
Pepe,Centre-Back,21,Marítimo,Liga NOS,Portugal,FC Porto,Liga NOS,Portugal,2004-2005,NA,2000000
Davide Possanzini,Centre-Forward,28,UC AlbinoLeffe,Serie B,Italy,US Palermo,Serie A,Italy,2004-2005,50000,1900000
Claus Jensen,Attacking Midfield,27,Charlton,Premier League,England,Fulham,Premier League,England,2004-2005,NA,1900000
Andreas Jakobsson,Centre-Back,32,Bröndby IF,Superligaen,Superligaen,Southampton,Premier League,England,2004-2005,2000000,1800000
Damian Gorawski,Right Winger,26,Wisla Kraków,Ekstraklasa,Ekstraklasa,FK Moskau,Premier Liga,Russia,2004-2005,1750000,1800000
Ki-hyeon Seol,Right Winger,25,RSC Anderlecht,Jupiler Pro League,Belgium,Wolves,Championship,Championship,2004-2005,NA,1800000
Serghei Covalciuc,Central Midfield,22,Karpaty,Ukraine,Ukraine,Spartak Moscow,Premier Liga,Russia,2004-2005,NA,1800000
Marcel,Centre-Forward,23,Suwon Bluewings,"Korea, South","Korea, South",Coimbra,Liga NOS,Portugal,2004-2005,NA,1800000
Sixto Peralta,Central Midfield,25,Santos Laguna,Mexico,Mexico,Tigres UANL,Mexico,Mexico,2004-2005,NA,1800000
Calum Davenport,Centre-Back,21,Coventry City,Championship,Championship,Spurs,Premier League,England,2004-2005,NA,1800000
Ibson,Central Midfield,21,Flamengo,Serie A,Italy,FC Porto,Liga NOS,Portugal,2004-2005,NA,1800000
Mladen Petric,Centre-Forward,23,Grasshoppers,Super League,Super League,FC Basel,Super League,Super League,2004-2005,NA,1750000
Azar Karadas,Centre-Back,22,Rosenborg BK,Eliteserien,Eliteserien,Benfica,Liga NOS,Portugal,2004-2005,NA,1750000
Jonathan Greening,Central Midfield,25,Middlesbrough,Premier League,England,West Brom,Premier League,England,2004-2005,NA,1750000
Önder Turaci,Centre-Back,22,Standard Liège,Jupiler Pro League,Belgium,Fenerbahce,Süper Lig,Turkey,2004-2005,NA,1700000
Pedro Benítez,Centre-Back,23,Cerro Porteño,Paraguay,Paraguay,Shakhtar D.,Premier Liga,Russia,2004-2005,NA,1700000
Andreas Isaksson,Goalkeeper,22,Djurgarden,Sweden,Sweden,Stade Rennais,Ligue 1,France,2004-2005,NA,1700000
Maksim Romashchenko,Left Midfield,28,Trabzonspor,Süper Lig,Turkey,Dinamo Moscow,Premier Liga,Russia,2004-2005,2200000,1600000
Tobias Linderoth,Defensive Midfield,25,Everton,Premier League,England,FC Copenhagen,Superligaen,Superligaen,2004-2005,NA,1600000
Dragan Mladenovic,Defensive Midfield,28,Red Star,Serbia,Serbia,Rangers,Premiership,Premiership,2004-2005,NA,1600000
Niko Kranjcar,Attacking Midfield,20,Dinamo Zagreb,Croatia,Croatia,Hajduk Split,Croatia,Croatia,2004-2005,5000000,1500000
Juan Pablo Sorín,Left-Back,28,Cruzeiro,Brazil,Brazil,Villarreal CF,LaLiga,Spain,2004-2005,4000000,1500000
Élson,Attacking Midfield,23,Palmeiras,Serie A,Italy,VfB Stuttgart,1.Bundesliga,Germany,2004-2005,1200000,1500000
Damani Ralph,Centre-Forward,24,Chicago Fire,MLS,MLS,Rubin Kazan,Premier Liga,Russia,2004-2005,1000000,1500000
Giannis Skopelitis,Defensive Midfield,26,Egaleo AO,Super League,Super League,Portsmouth,Premier League,England,2004-2005,800000,1500000
Atiba Hutchinson,Defensive Midfield,21,Östers IF,Sweden,Sweden,Helsingborg,Allsvenskan,Allsvenskan,2004-2005,50000,1500000
Khalid Boulahrouz,Centre-Back,22,RKC Waalwijk,Eredivisie,Netherlands,Hamburger SV,1.Bundesliga,Germany,2004-2005,NA,1500000
Rigobert Song,Centre-Back,28,Lens,Ligue 1,France,Galatasaray,Süper Lig,Turkey,2004-2005,NA,1500000
Gilberto,Central Midfield,28,São Caetano,Brazil,Brazil,Hertha BSC,1.Bundesliga,Germany,2004-2005,NA,1500000
Jérémie Bréchet,Centre-Back,24,Inter,Serie A,Italy,Real Sociedad,LaLiga,Spain,2004-2005,NA,1500000
Ben Thatcher,Left-Back,28,Leicester,Championship,Championship,Man City,Premier League,England,2004-2005,NA,1500000
Sylvinho,Left-Back,30,Celta de Vigo,LaLiga2,Spain,FC Barcelona,LaLiga,Spain,2004-2005,NA,1500000
Facundo Quiroga,Centre-Back,26,Sporting CP,Liga NOS,Portugal,VfL Wolfsburg,1.Bundesliga,Germany,2004-2005,NA,1500000
Michael Essien,Defensive Midfield,22,Olympique Lyon,Ligue 1,France,Chelsea,Premier League,England,2005-2006,45000000,38000000
Shaun Wright-Phillips,Right Winger,23,Man City,Premier League,England,Chelsea,Premier League,England,2005-2006,9500000,31500000
Sergio Ramos,Centre-Back,19,Sevilla FC,LaLiga,Spain,Real Madrid,LaLiga,Spain,2005-2006,27000000,27000000
Michael Owen,Centre-Forward,25,Real Madrid,LaLiga,Spain,Newcastle,Premier League,England,2005-2006,22000000,25000000
Alberto Gilardino,Centre-Forward,23,Parma,Serie A,Italy,AC Milan,Serie A,Italy,2005-2006,20000000,25000000
Robinho,Left Winger,21,Santos FC,Serie A,Italy,Real Madrid,LaLiga,Spain,2005-2006,25000000,24000000
Patrick Vieira,Defensive Midfield,29,Arsenal,Premier League,England,Juventus,Serie A,Italy,2005-2006,35000000,20000000
Júlio Baptista,Attacking Midfield,23,Sevilla FC,LaLiga,Spain,Real Madrid,LaLiga,Spain,2005-2006,25000000,20000000
Albert Luque,Left Winger,27,Dep. La Coruña,LaLiga,Spain,Newcastle,Premier League,England,2005-2006,20000000,20000000
Maniche,Central Midfield,27,FC Porto,Liga NOS,Portugal,Dinamo Moscow,Premier Liga,Russia,2005-2006,18000000,16000000
Wálter Samuel,Centre-Back,27,Real Madrid,LaLiga,Spain,Inter,Serie A,Italy,2005-2006,17000000,16000000
Fred,Centre-Forward,21,Cruzeiro,Serie A,Italy,Olympique Lyon,Ligue 1,France,2005-2006,7500000,15600000
Jermaine Jenas,Central Midfield,22,Newcastle,Premier League,England,Spurs,Premier League,England,2005-2006,9000000,15000000
Aleksandr Hleb,Attacking Midfield,24,VfB Stuttgart,1.Bundesliga,German,Arsenal,Premier League,England,2005-2006,8500000,15000000
Asier del Horno,Left-Back,24,Athletic Bilbao,LaLiga,Spain,Chelsea,Premier League,England,2005-2006,12000000,12000000
David Pizarro,Central Midfield,25,Udinese Calcio,Serie A,Italy,Inter,Serie A,Italy,2005-2006,12000000,12000000
David Villa,Centre-Forward,23,Real Zaragoza,LaLiga,Spain,Valencia CF,LaLiga,Spain,2005-2006,12000000,12000000
Mohamed Sissoko,Defensive Midfield,20,Valencia CF,LaLiga,Spain,Liverpool,Premier League,England,2005-2006,4000000,12000000
Javier Mascherano,Defensive Midfield,21,River Plate,Torneo Final,Argentina,Corinthians,Serie A,Italy,2005-2006,11800000,11800000
Dean Ashton,Centre-Forward,22,Norwich,Championship,Championship,West Ham,Premier League,England,2005-2006,6500000,10890000
Peter Crouch,Centre-Forward,24,Southampton,Championship,Championship,Liverpool,Premier League,England,2005-2006,10500000,10500000
Nemanja Vidic<U+200E>,Centre-Back,24,Spartak Moscow,Premier Liga,Russia,Man Utd,Premier League,England,2005-2006,8500000,10500000
Theo Walcott,Right Winger,16,Southampton,Championship,Championship,Arsenal,Premier League,England,2005-2006,2500000,10500000
Lucho González,Central Midfield,24,River Plate,Torneo Final,Argentina,FC Porto,Liga NOS,Portugal,2005-2006,6000000,10250000
Tiago,Central Midfield,24,Chelsea,Premier League,England,Olympique Lyon,Ligue 1,France,2005-2006,10000000,10100000
Luca Toni,Centre-Forward,28,US Palermo,Serie A,Italy,Fiorentina,Serie A,Italy,2005-2006,15000000,10000000
Luís Fabiano,Centre-Forward,24,FC Porto,Liga NOS,Portugal,Sevilla FC,LaLiga,Spain,2005-2006,10000000,10000000
Georgios Seitaridis,Right-Back,24,FC Porto,Liga NOS,Portugal,Dinamo Moscow,Premier Liga,Russia,2005-2006,8000000,10000000
Emmanuel Adebayor,Centre-Forward,21,Monaco,Ligue 1,France,Arsenal,Premier League,England,2005-2006,7500000,10000000
Martin Petrov,Left Winger,26,VfL Wolfsburg,1.Bundesliga,German,Atlético Madrid,LaLiga,Spain,2005-2006,7000000,10000000
Pepe Reina,Goalkeeper,22,Villarreal CF,LaLiga,Spain,Liverpool,Premier League,England,2005-2006,4500000,9800000
Yakubu Aiyegbeni,Centre-Forward,22,Portsmouth,Premier League,England,Middlesbrough,Premier League,England,2005-2006,9500000,9750000
Mateja Kezman,Centre-Forward,26,Chelsea,Premier League,England,Atlético Madrid,LaLiga,Spain,2005-2006,13500000,9000000
Andy van der Meyde,Right Winger,25,Inter,Serie A,Italy,Everton,Premier League,England,2005-2006,12500000,9000000
Scott Parker,Central Midfield,24,Chelsea,Premier League,England,Newcastle,Premier League,England,2005-2006,11000000,9000000
Klaas-Jan Huntelaar,Centre-Forward,22,Heerenveen,Eredivisie,Netherlands,AFC Ajax,Eredivisie,Netherlands,2005-2006,4750000,9000000
Milan Baros,Centre-Forward,23,Liverpool,Premier League,England,Aston Villa,Premier League,England,2005-2006,17500000,8840000
Daniel Agger,Centre-Back,21,Bröndby IF,Superligaen,Superligaen,Liverpool,Premier League,England,2005-2006,400000,8760000
Marek Jankulovski,Left-Back,28,Udinese Calcio,Serie A,Italy,AC Milan,Serie A,Italy,2005-2006,20000000,8500000
Valérien Ismaël,Centre-Back,29,Werder Bremen,1.Bundesliga,German,Bayern Munich,1.Bundesliga,Germany,2005-2006,8500000,8500000
Bonaventure Kalou,Right Winger,27,AJ Auxerre,Ligue 1,France,Paris SG,Ligue 1,France,2005-2006,7500000,8500000
Georgios Samaras,Left Winger,20,Heerenveen,Eredivisie,Netherlands,Man City,Premier League,England,2005-2006,3000000,8500000
Miguel,Right-Back,25,Benfica,Liga NOS,Portugal,Valencia CF,LaLiga,Spain,2005-2006,15000000,8000000
Andrea Caracciolo,Centre-Forward,23,Brescia,Serie B,Italy,US Palermo,Serie A,Italy,2005-2006,8000000,8000000
Patrice Evra,Left-Back,24,Monaco,Ligue 1,France,Man Utd,Premier League,England,2005-2006,6500000,8000000
Stephen Appiah,Central Midfield,24,Juventus,Serie A,Italy,Fenerbahce,Süper Lig,Turkey,2005-2006,6000000,8000000
Fernandinho,Defensive Midfield,20,Atlético-PR,Serie A,Italy,Shakhtar D.,Premier Liga,Russia,2005-2006,500000,7800000
Giorgio Chiellini,Centre-Back,20,Fiorentina,Serie A,Italy,Juventus,Serie A,Italy,2005-2006,9000000,7700000
John Carew,Centre-Forward,25,Besiktas,Süper Lig,Turkey,Olympique Lyon,Ligue 1,France,2005-2006,7000000,7600000
Jon Dahl Tomasson,Centre-Forward,28,AC Milan,Serie A,Italy,VfB Stuttgart,1.Bundesliga,Germany,2005-2006,15000000,7500000
Craig Bellamy,Left Winger,26,Newcastle,Premier League,England,Blackburn,Premier League,England,2005-2006,9000000,7500000
Benoît Pedretti,Defensive Midfield,24,Marseille,Ligue 1,France,Olympique Lyon,Ligue 1,France,2005-2006,9000000,7500000
Domenico Morfeo,Attacking Midfield,29,Inter,Serie A,Italy,Parma,Serie A,Italy,2005-2006,6000000,7500000
Stephen Makinwa,Centre-Forward,22,Atalanta,Serie B,Italy,US Palermo,Serie A,Italy,2005-2006,5000000,7500000
Ji-seong Park,Attacking Midfield,24,PSV Eindhoven,Eredivisie,Netherlands,Man Utd,Premier League,England,2005-2006,5000000,7300000
Mamadou Niang,Centre-Forward,25,R. Strasbourg,Ligue 1,France,Marseille,Ligue 1,France,2005-2006,5000000,7000000
Kevin Kuranyi,Centre-Forward,23,VfB Stuttgart,1.Bundesliga,German,FC Schalke 04,1.Bundesliga,Germany,2005-2006,8000000,6900000
Per Kröldrup,Centre-Back,25,Udinese Calcio,Serie A,Italy,Everton,Premier League,England,2005-2006,7000000,6800000
Frédéric Kanouté,Centre-Forward,27,Spurs,Premier League,England,Sevilla FC,LaLiga,Spain,2005-2006,7500000,6500000
Henri Camara,Centre-Forward,28,Wolves,Championship,Championship,Wigan,Premier League,England,2005-2006,3500000,6450000
Jan Kromkamp,Right-Back,24,AZ Alkmaar,Eredivisie,Netherlands,Villarreal CF,LaLiga,Spain,2005-2006,8000000,6000000
John Utaka,Left Winger,23,Lens,Ligue 1,France,Stade Rennais,Ligue 1,France,2005-2006,7000000,6000000
Camel Meriem,Attacking Midfield,25,G. Bordeaux,Ligue 1,France,Monaco,Ligue 1,France,2005-2006,6000000,6000000
Benjani,Centre-Forward,27,AJ Auxerre,Ligue 1,France,Portsmouth,Premier League,England,2005-2006,4000000,6000000
Joseph Enakarhire,Centre-Back,22,Sporting CP,Liga NOS,Portugal,Dinamo Moscow,Premier Liga,Russia,2005-2006,2250000,6000000
Manuel Pasqual,Left-Back,23,Arezzo,Serie B,Italy,Fiorentina,Serie A,Italy,2005-2006,1700000,6000000
Valon Behrami,Defensive Midfield,20,Genoa,Serie C - A,Serie C - A,Lazio,Serie A,Italy,2005-2006,500000,6000000
Yasser Al-Qahtani,Centre-Forward,22,Al Qadisiyah,Saudi Arabia,Saudi Arabia,Hilal,Saudi Arabia,Saudi Arabia,2005-2006,NA,6000000
Emerson Sheik,Left Winger,26,Urawa Reds,J1 League,J1 League,Al Sadd,Qatar,Qatar,2005-2006,NA,6000000
Antonio Cassano,Second Striker,23,AS Roma,Serie A,Italy,Real Madrid,LaLiga,Spain,2005-2006,24000000,5500000
Riccardo Montolivo,Defensive Midfield,20,Atalanta,Serie B,Italy,Fiorentina,Serie A,Italy,2005-2006,5000000,5500000
Markus Rosenberg,Centre-Forward,22,Malmö FF,Allsvenskan,Allsvenskan,AFC Ajax,Eredivisie,Netherlands,2005-2006,5500000,5300000
Phil Neville,Right-Back,28,Man Utd,Premier League,England,Everton,Premier League,England,2005-2006,5000000,5300000
Simon Davies,Right Midfield,25,Spurs,Premier League,England,Everton,Premier League,England,2005-2006,5500000,5250000
Slobodan Rajkovic,Centre-Back,16,OFK Beograd,SuperLiga,SuperLiga,Chelsea,Premier League,England,2005-2006,NA,5200000
Rafael van der Vaart,Attacking Midfield,22,AFC Ajax,Eredivisie,Netherlands,Hamburger SV,1.Bundesliga,Germany,2005-2006,8000000,5100000
Emre Belözoglu,Central Midfield,24,Inter,Serie A,Italy,Newcastle,Premier League,England,2005-2006,12000000,5000000
Torsten Frings,Defensive Midfield,28,Bayern Munich,1.Bundesliga,German,Werder Bremen,1.Bundesliga,Germany,2005-2006,9000000,5000000
Maxi Rodríguez,Left Winger,24,Espanyol,LaLiga,Spain,Atlético Madrid,LaLiga,Spain,2005-2006,7000000,5000000
Timmy Simons,Defensive Midfield,28,Club Brugge,Jupiler Pro League,Belgium,PSV Eindhoven,Eredivisie,Netherlands,2005-2006,5000000,5000000
Sylvain Monsoreau,Centre-Back,24,FC Sochaux,Ligue 1,France,Olympique Lyon,Ligue 1,France,2005-2006,5000000,5000000
Jô,Centre-Forward,18,Corinthians,Serie A,Italy,CSKA Moscow,Premier Liga,Russia,2005-2006,5000000,5000000
Rafinha,Right-Back,19,Coritiba FC,Serie A,Italy,FC Schalke 04,1.Bundesliga,Germany,2005-2006,4500000,5000000
Jérémy Mathieu,Centre-Back,21,FC Sochaux,Ligue 1,France,Toulouse,Ligue 1,France,2005-2006,3500000,5000000
Carlos Diogo,Right-Back,21,River Plate,Torneo Final,Argentina,Real Madrid,LaLiga,Spain,2005-2006,2500000,5000000
Thomas Kahlenberg,Central Midfield,22,Bröndby IF,Superligaen,Superligaen,AJ Auxerre,Ligue 1,France,2005-2006,1500000,5000000
Barreto,Second Striker,19,Treviso,Serie A,Italy,Udinese Calcio,Serie A,Italy,2005-2006,1000000,5000000
Michele Canini,Centre-Back,20,Atalanta,Serie B,Italy,Cagliari Calcio,Serie A,Italy,2005-2006,250000,5000000
El-Hadji Diouf,Centre-Forward,24,Liverpool,Premier League,England,Bolton,Premier League,England,2005-2006,6500000,4800000
Wilfred Bouma,Left-Back,27,PSV Eindhoven,Eredivisie,Netherlands,Aston Villa,Premier League,England,2005-2006,5000000,4700000
Tom Huddlestone,Defensive Midfield,18,Derby,Championship,Championship,Spurs,Premier League,England,2005-2006,4700000,4700000
Mikael Forssell,Centre-Forward,24,Chelsea,Premier League,England,Birmingham,Premier League,England,2005-2006,7000000,4500000
Mozart,Defensive Midfield,25,Reggina,Serie A,Italy,Spartak Moscow,Premier Liga,Russia,2005-2006,5000000,4500000
Igor Semshov,Central Midfield,27,Torpedo Moscow,Premier Liga,Russia,Dinamo Moscow,Premier Liga,Russia,2005-2006,4000000,4500000
Martin Stranzl,Centre-Back,25,VfB Stuttgart,1.Bundesliga,German,Spartak Moscow,Premier Liga,Russia,2005-2006,3500000,4500000
Darren Bent,Centre-Forward,21,Ipswich,Championship,Championship,Charlton,Premier League,England,2005-2006,3500000,4500000
Nathan Ellington,Centre-Forward,24,Wigan,Premier League,England,West Brom,Premier League,England,2005-2006,2250000,4500000
Lima,Centre-Forward,23,Atlético-PR,Serie A,Italy,Ittihad,Saudi Arabia,Saudi Arabia,2005-2006,200000,4500000
Curtis Davies,Centre-Back,20,Luton Town,Championship,Championship,West Brom,Premier League,England,2005-2006,NA,4500000
Lassana Diarra,Defensive Midfield,20,AC Le Havre,Ligue 2,France,Chelsea,Premier League,England,2005-2006,NA,4500000
Shunsuke Nakamura,Attacking Midfield,27,Reggina,Serie A,Italy,Celtic,Premiership,Premiership,2005-2006,2500000,4200000
Ruslan Rotan,Central Midfield,23,Dnipro,Premier Liga,Russia,Dynamo Kyiv,Premier Liga,Russia,2005-2006,NA,4200000
Emiliano Bonazzoli,Centre-Forward,26,Reggina,Serie A,Italy,Parma,Serie A,Italy,2005-2006,4000000,4150000
Robert Earnshaw,Centre-Forward,24,West Brom,Premier League,England,Norwich,Championship,Championship,2005-2006,5300000,4130000
Costinha,Defensive Midfield,30,FC Porto,Liga NOS,Portugal,Dinamo Moscow,Premier Liga,Russia,2005-2006,15000000,4000000
Per Kröldrup,Centre-Back,26,Everton,Premier League,England,Fiorentina,Serie A,Italy,2005-2006,7250000,4000000
Cicinho,Right-Back,25,São Paulo,Serie A,Italy,Real Madrid,LaLiga,Spain,2005-2006,5000000,4000000
Edwin van der Sar,Goalkeeper,34,Fulham,Premier League,England,Man Utd,Premier League,England,2005-2006,4750000,4000000
Pablo García,Defensive Midfield,28,CA Osasuna,LaLiga,Spain,Real Madrid,LaLiga,Spain,2005-2006,4250000,4000000
Simon Vukcevic,Right Winger,19,Partizan,SuperLiga,SuperLiga,Saturn,Premier Liga,Russia,2005-2006,4000000,4000000
Reinaldo,Centre-Forward,26,Paris SG,Ligue 1,France,Kashiwa Reysol,J1 League,J1 League,2005-2006,4000000,4000000
Andreas Ivanschitz,Attacking Midfield,22,Rapid Vienna,Bundesliga,Germany,RB Salzburg,Bundesliga,Bundesliga,2005-2006,3800000,4000000
Vladimir Bystrov,Right Midfield,21,Zenit S-Pb,Premier Liga,Russia,Spartak Moscow,Premier Liga,Russia,2005-2006,3300000,4000000
Eduardo Costa,Defensive Midfield,22,Marseille,Ligue 1,France,Espanyol,LaLiga,Spain,2005-2006,3000000,4000000
Lorik Cana,Centre-Back,22,Paris SG,Ligue 1,France,Marseille,Ligue 1,France,2005-2006,2800000,4000000
Mike Hanke,Centre-Forward,21,FC Schalke 04,1.Bundesliga,German,VfL Wolfsburg,1.Bundesliga,Germany,2005-2006,1750000,4000000
Alex Song,Defensive Midfield,17,SC Bastia,Ligue 2,France,Arsenal,Premier League,England,2005-2006,1250000,4000000
Aleksandr Samedov,Right Winger,20,Spartak Moscow,Premier Liga,Russia,Loko Moscow,Premier Liga,Russia,2005-2006,150000,4000000
Patrick Müller,Centre-Back,29,FC Basel,Super League,Super League,Olympique Lyon,Ligue 1,France,2005-2006,3000000,3800000
Yossi Benayoun,Right Winger,25,Racing,LaLiga,Spain,West Ham,Premier League,England,2005-2006,4000000,3750000
Tolga Seyhan,Centre-Back,28,Trabzonspor,Süper Lig,Turkey,Shakhtar D.,Premier Liga,Russia,2005-2006,3500000,3750000
Paul Scharner,Centre-Back,25,SK Brann,Eliteserien,Eliteserien,Wigan,Premier League,England,2005-2006,3000000,3670000
Darius Vassell,Centre-Forward,25,Aston Villa,Premier League,England,Man City,Premier League,England,2005-2006,5750000,3600000
Elvis Abbruscato,Centre-Forward,25,Arezzo,Serie B,Italy,Torino,Serie B,Italy,2005-2006,700000,3600000
Ewerthon,Centre-Forward,24,Bor. Dortmund,1.Bundesliga,German,Real Zaragoza,LaLiga,Spain,2005-2006,12000000,3500000
Aílton,Centre-Forward,32,FC Schalke 04,1.Bundesliga,German,Besiktas,Süper Lig,Turkey,2005-2006,8000000,3500000
Deivid,Centre-Forward,25,Santos FC,Serie A,Italy,Sporting CP,Liga NOS,Portugal,2005-2006,3500000,3500000
Grzegorz Rasiak,Centre-Forward,26,Derby,Championship,Championship,Spurs,Premier League,England,2005-2006,3500000,3500000
Thiago Silva,Centre-Back,20,FC Porto,Liga NOS,Portugal,Dinamo Moscow,Premier Liga,Russia,2005-2006,3500000,3500000
Alberto Rivera,Central Midfield,27,Levante UD,LaLiga2,Spain,Real Betis,LaLiga,Spain,2005-2006,800000,3500000
Grafite,Centre-Forward,26,São Paulo,Serie A,Italy,Le Mans,Ligue 1,France,2005-2006,NA,3500000
Jonás Gutiérrez,Left Midfield,22,Vélez Sarsfield,Torneo Final,Argentina,RCD Mallorca,LaLiga,Spain,2005-2006,NA,3500000
Pablo Zabaleta,Right-Back,20,San Lorenzo,Torneo Final,Argentina,Espanyol,LaLiga,Spain,2005-2006,NA,3500000
Bryan Bergougnoux,Attacking Midfield,22,Olympique Lyon,Ligue 1,France,Toulouse,Ligue 1,France,2005-2006,2500000,3400000
Filip Holosko,Right Winger,22,Slovan Liberec,HET Liga,HET Liga,Manisaspor,Süper Lig,Turkey,2005-2006,NA,3300000
Tomas Jun,Second Striker,22,Sparta Praha,HET Liga,HET Liga,Trabzonspor,Süper Lig,Turkey,2005-2006,4000000,3250000
Danny Murphy,Central Midfield,28,Charlton,Premier League,England,Spurs,Premier League,England,2005-2006,5300000,3210000
